Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2000,1,24,1,755,755,935,946,UA,2753,N915UA,100,111,88,-11,0,DEN,PHX,602,2,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,25,2,756,755,939,946,UA,2753,N920UA,103,111,92,-7,1,DEN,PHX,602,3,8,0,NA,0,NA,NA,NA,NA,NA
2000,1,26,3,754,755,946,946,UA,2753,N914UA,112,111,95,0,-1,DEN,PHX,602,7,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,27,4,754,755,947,946,UA,2753,N911UA,113,111,86,1,-1,DEN,PHX,602,3,24,0,NA,0,NA,NA,NA,NA,NA
2000,1,28,5,753,755,948,946,UA,2753,N931UA,115,111,93,2,-2,DEN,PHX,602,3,19,0,NA,0,NA,NA,NA,NA,NA
2000,1,29,6,754,755,938,946,UA,2753,N932UA,104,111,89,-8,-1,DEN,PHX,602,4,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,30,7,752,755,938,946,UA,2753,N911UA,106,111,90,-8,-3,DEN,PHX,602,1,15,0,NA,0,NA,NA,NA,NA,NA
2000,1,31,1,754,755,941,946,UA,2753,N348UA,107,111,94,-5,-1,DEN,PHX,602,3,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,1,6,912,915,1102,1105,UA,2755,N371UA,110,110,96,-3,-3,DEN,PHX,602,3,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,2,7,915,915,1123,1105,UA,2755,N385UA,128,110,98,18,0,DEN,PHX,602,3,27,0,NA,0,NA,NA,NA,NA,NA
2000,1,3,1,930,915,1109,1105,UA,2755,N388UA,99,110,85,4,15,DEN,PHX,602,3,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,4,2,914,915,1105,1105,UA,2755,N373UA,111,110,91,0,-1,DEN,PHX,602,5,15,0,NA,0,NA,NA,NA,NA,NA
2000,1,5,3,928,920,1116,1109,UA,2755,N387UA,108,109,87,7,8,DEN,PHX,602,3,18,0,NA,0,NA,NA,NA,NA,NA
2000,1,6,4,NA,920,NA,1109,UA,2755,UNKNOW,NA,109,NA,NA,NA,DEN,PHX,602,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,1,7,5,922,920,1111,1109,UA,2755,N373UA,109,109,90,2,2,DEN,PHX,602,5,14,0,NA,0,NA,NA,NA,NA,NA
2000,1,8,6,923,920,1058,1109,UA,2755,N380UA,95,109,83,-11,3,DEN,PHX,602,3,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,9,7,924,920,1058,1109,UA,2755,N371UA,94,109,83,-11,4,DEN,PHX,602,2,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,10,1,941,920,1136,1109,UA,2755,N383UA,115,109,99,27,21,DEN,PHX,602,5,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,11,2,922,920,1120,1109,UA,2755,N395UA,118,109,92,11,2,DEN,PHX,602,6,20,0,NA,0,NA,NA,NA,NA,NA
2000,1,12,3,923,920,1111,1109,UA,2755,N374UA,108,109,90,2,3,DEN,PHX,602,7,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,13,4,923,920,1114,1109,UA,2755,N378UA,111,109,93,5,3,DEN,PHX,602,4,14,0,NA,0,NA,NA,NA,NA,NA
2000,1,14,5,920,920,1108,1109,UA,2755,N386UA,108,109,93,-1,0,DEN,PHX,602,5,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,15,6,958,920,1141,1109,UA,2755,N399UA,103,109,89,32,38,DEN,PHX,602,2,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,16,7,918,920,1106,1109,UA,2755,N367UA,108,109,95,-3,-2,DEN,PHX,602,3,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,17,1,918,920,1100,1109,UA,2755,N380UA,102,109,89,-9,-2,DEN,PHX,602,3,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,18,2,935,920,1123,1109,UA,2755,N394UA,108,109,95,14,15,DEN,PHX,602,4,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,19,3,925,920,1115,1109,UA,2755,N371UA,110,109,94,6,5,DEN,PHX,602,4,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,20,4,928,920,1116,1109,UA,2755,N395UA,108,109,94,7,8,DEN,PHX,602,4,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,21,5,924,920,1117,1109,UA,2755,N374UA,113,109,96,8,4,DEN,PHX,602,3,14,0,NA,0,NA,NA,NA,NA,NA
2000,1,22,6,921,920,1114,1109,UA,2755,N378UA,113,109,97,5,1,DEN,PHX,602,3,13,0,NA,0,NA,NA,NA,NA,NA
2000,1,23,7,917,920,1106,1109,UA,2755,N369UA,109,109,94,-3,-3,DEN,PHX,602,4,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,24,1,924,920,1113,1109,UA,2755,N396UA,109,109,92,4,4,DEN,PHX,602,3,14,0,NA,0,NA,NA,NA,NA,NA
2000,1,25,2,918,920,1108,1109,UA,2755,N377UA,110,109,95,-1,-2,DEN,PHX,602,4,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,26,3,1047,920,1258,1109,UA,2755,N397UA,131,109,118,109,87,DEN,PHX,602,3,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,27,4,1005,920,1215,1109,UA,2755,N394UA,130,109,102,66,45,DEN,PHX,602,4,24,0,NA,0,NA,NA,NA,NA,NA
2000,1,28,5,925,920,1115,1109,UA,2755,N386UA,110,109,92,6,5,DEN,PHX,602,5,13,0,NA,0,NA,NA,NA,NA,NA
2000,1,29,6,921,920,1114,1109,UA,2755,N376UA,113,109,88,5,1,DEN,PHX,602,3,22,0,NA,0,NA,NA,NA,NA,NA
2000,1,30,7,921,920,1105,1109,UA,2755,N373UA,104,109,91,-4,1,DEN,PHX,602,3,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,31,1,931,920,1118,1109,UA,2755,N391UA,107,109,89,9,11,DEN,PHX,602,8,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,1,6,1024,1025,1213,1218,UA,2757,N922UA,109,113,98,-5,-1,DEN,PHX,602,2,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,2,7,1024,1025,1220,1218,UA,2757,N911UA,116,113,91,2,-1,DEN,PHX,602,14,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,3,1,1023,1025,1214,1218,UA,2757,N916UA,111,113,94,-4,-2,DEN,PHX,602,6,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,4,2,1024,1025,1207,1218,UA,2757,N912UA,103,113,89,-11,-1,DEN,PHX,602,2,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,5,3,1022,1010,1226,1202,UA,2757,N327UA,124,112,101,24,12,DEN,PHX,602,7,16,0,NA,0,NA,NA,NA,NA,NA
2000,1,6,4,1009,1010,1204,1202,UA,2757,N344UA,115,112,83,2,-1,DEN,PHX,602,20,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,7,5,1009,1010,1202,1202,UA,2757,N368UA,113,112,89,0,-1,DEN,PHX,602,12,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,8,6,1008,1010,1145,1202,UA,2757,N327UA,97,112,82,-17,-2,DEN,PHX,602,3,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,9,7,1009,1010,1147,1202,UA,2757,N392UA,98,112,82,-15,-1,DEN,PHX,602,6,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,10,1,1009,1010,1214,1202,UA,2757,N346UA,125,112,102,12,-1,DEN,PHX,602,14,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,11,2,1007,1010,1204,1202,UA,2757,N304UA,117,112,90,2,-3,DEN,PHX,602,2,25,0,NA,0,NA,NA,NA,NA,NA
2000,1,12,3,1007,1010,1156,1202,UA,2757,N327UA,109,112,93,-6,-3,DEN,PHX,602,6,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,13,4,1007,1010,1156,1202,UA,2757,N346UA,109,112,93,-6,-3,DEN,PHX,602,5,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,14,5,1009,1010,1156,1202,UA,2757,N925UA,107,112,92,-6,-1,DEN,PHX,602,3,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,15,6,1007,1010,1146,1202,UA,2757,N347UA,99,112,88,-16,-3,DEN,PHX,602,2,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,16,7,1008,1010,1205,1202,UA,2757,N346UA,117,112,95,3,-2,DEN,PHX,602,6,16,0,NA,0,NA,NA,NA,NA,NA
2000,1,17,1,1005,1010,1158,1202,UA,2757,N338UA,113,112,91,-4,-5,DEN,PHX,602,9,13,0,NA,0,NA,NA,NA,NA,NA
2000,1,18,2,1008,1010,1157,1202,UA,2757,N302UA,109,112,96,-5,-2,DEN,PHX,602,4,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,19,3,1010,1010,1157,1202,UA,2757,N354UA,107,112,90,-5,0,DEN,PHX,602,3,14,0,NA,0,NA,NA,NA,NA,NA
2000,1,20,4,1010,1010,1201,1202,UA,2757,N309UA,111,112,97,-1,0,DEN,PHX,602,5,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,21,5,1008,1010,1211,1202,UA,2757,N302UA,123,112,113,9,-2,DEN,PHX,602,2,8,0,NA,0,NA,NA,NA,NA,NA
2000,1,22,6,1007,1010,1203,1202,UA,2757,N354UA,116,112,93,1,-3,DEN,PHX,602,4,19,0,NA,0,NA,NA,NA,NA,NA
2000,1,23,7,1009,1010,1157,1202,UA,2757,N385UA,108,112,90,-5,-1,DEN,PHX,602,3,15,0,NA,0,NA,NA,NA,NA,NA
2000,1,24,1,1007,1010,1152,1202,UA,2757,N343UA,105,112,88,-10,-3,DEN,PHX,602,5,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,25,2,1008,1010,1154,1202,UA,2757,N354UA,106,112,93,-8,-2,DEN,PHX,602,3,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,26,3,1009,1010,1203,1202,UA,2757,N929UA,114,112,94,1,-1,DEN,PHX,602,2,18,0,NA,0,NA,NA,NA,NA,NA
2000,1,27,4,1009,1010,1213,1202,UA,2757,N315UA,124,112,98,11,-1,DEN,PHX,602,3,23,0,NA,0,NA,NA,NA,NA,NA
2000,1,28,5,1006,1010,1151,1202,UA,2757,N388UA,105,112,93,-11,-4,DEN,PHX,602,2,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,29,6,1007,1010,1158,1202,UA,2757,N390UA,111,112,86,-4,-3,DEN,PHX,602,11,14,0,NA,0,NA,NA,NA,NA,NA
2000,1,30,7,1007,1010,1157,1202,UA,2757,N315UA,110,112,96,-5,-3,DEN,PHX,602,3,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,31,1,1007,1010,1152,1202,UA,2757,N917UA,105,112,90,-10,-3,DEN,PHX,602,5,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,1,6,1127,1115,1316,1306,UA,2759,N382UA,109,111,94,10,12,DEN,PHX,602,2,13,0,NA,0,NA,NA,NA,NA,NA
2000,1,2,7,1131,1115,1321,1306,UA,2759,N395UA,110,111,94,15,16,DEN,PHX,602,2,14,0,NA,0,NA,NA,NA,NA,NA
2000,1,3,1,1120,1115,1255,1306,UA,2759,N371UA,95,111,81,-11,5,DEN,PHX,602,5,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,4,2,NA,1115,NA,1306,UA,2759,UNKNOW,NA,111,NA,NA,NA,DEN,PHX,602,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,1,5,3,1125,1124,1311,1314,UA,2759,N375UA,106,110,91,-3,1,DEN,PHX,602,3,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,6,4,1134,1124,1304,1314,UA,2759,N382UA,90,110,77,-10,10,DEN,PHX,602,3,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,7,5,1121,1124,1301,1314,UA,2759,N378UA,100,110,86,-13,-3,DEN,PHX,602,4,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,8,6,1127,1124,1309,1314,UA,2759,N395UA,102,110,84,-5,3,DEN,PHX,602,3,15,0,NA,0,NA,NA,NA,NA,NA
2000,1,9,7,1148,1124,1330,1314,UA,2759,N369UA,102,110,80,16,24,DEN,PHX,602,3,19,0,NA,0,NA,NA,NA,NA,NA
2000,1,10,1,1123,1124,1301,1314,UA,2759,N358UA,98,110,86,-13,-1,DEN,PHX,602,2,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,11,2,1122,1124,1302,1314,UA,2759,N358UA,100,110,88,-12,-2,DEN,PHX,602,2,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,12,3,1151,1124,1355,1314,UA,2759,N394UA,124,110,98,41,27,DEN,PHX,602,5,21,0,NA,0,NA,NA,NA,NA,NA
2000,1,13,4,1123,1124,1305,1314,UA,2759,N384UA,102,110,87,-9,-1,DEN,PHX,602,2,13,0,NA,0,NA,NA,NA,NA,NA
2000,1,14,5,1145,1124,1336,1314,UA,2759,N373UA,111,110,91,22,21,DEN,PHX,602,4,16,0,NA,0,NA,NA,NA,NA,NA
2000,1,15,6,1240,1124,1417,1314,UA,2759,N383UA,97,110,87,63,76,DEN,PHX,602,2,8,0,NA,0,NA,NA,NA,NA,NA
2000,1,16,7,1122,1124,1304,1314,UA,2759,N389UA,102,110,91,-10,-2,DEN,PHX,602,2,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,17,1,1119,1124,1301,1314,UA,2759,N376UA,102,110,88,-13,-5,DEN,PHX,602,3,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,18,2,1123,1124,1306,1314,UA,2759,N374UA,103,110,89,-8,-1,DEN,PHX,602,3,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,19,3,1134,1124,1319,1314,UA,2759,N370UA,105,110,91,5,10,DEN,PHX,602,4,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,20,4,1124,1124,1315,1314,UA,2759,N366UA,111,110,92,1,0,DEN,PHX,602,3,16,0,NA,0,NA,NA,NA,NA,NA
2000,1,21,5,1123,1124,1315,1314,UA,2759,N383UA,112,110,98,1,-1,DEN,PHX,602,4,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,22,6,1125,1124,1312,1314,UA,2759,N916UA,107,110,92,-2,1,DEN,PHX,602,2,13,0,NA,0,NA,NA,NA,NA,NA
2000,1,23,7,1125,1124,1304,1314,UA,2759,N384UA,99,110,87,-10,1,DEN,PHX,602,2,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,24,1,1123,1124,1305,1314,UA,2759,N389UA,102,110,89,-9,-1,DEN,PHX,602,2,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,25,2,1223,1124,1409,1314,UA,2759,N913UA,106,110,95,55,59,DEN,PHX,602,2,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,26,3,1125,1124,1317,1314,UA,2759,N372UA,112,110,95,3,1,DEN,PHX,602,5,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,27,4,1131,1124,1315,1314,UA,2759,N398UA,104,110,88,1,7,DEN,PHX,602,2,14,0,NA,0,NA,NA,NA,NA,NA
2000,1,28,5,1123,1124,1310,1314,UA,2759,N391UA,107,110,92,-4,-1,DEN,PHX,602,3,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,29,6,1123,1124,1304,1314,UA,2759,N371UA,101,110,88,-10,-1,DEN,PHX,602,2,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,30,7,1132,1124,1311,1314,UA,2759,N390UA,99,110,86,-3,8,DEN,PHX,602,1,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,31,1,1121,1124,1301,1314,UA,2759,N378UA,100,110,86,-13,-3,DEN,PHX,602,2,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,1,6,1215,1215,1358,1403,UA,2761,N915UA,103,108,92,-5,0,DEN,PHX,602,2,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,2,7,1218,1215,1420,1403,UA,2761,N391UA,122,108,106,17,3,DEN,PHX,602,2,14,0,NA,0,NA,NA,NA,NA,NA
2000,1,3,1,1235,1215,1405,1403,UA,2761,N913UA,90,108,78,2,20,DEN,PHX,602,2,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,4,2,1235,1215,1429,1403,UA,2761,N926UA,114,108,88,26,20,DEN,PHX,602,3,23,0,NA,0,NA,NA,NA,NA,NA
2000,1,5,3,1248,1220,1433,1407,UA,2761,N385UA,105,107,91,26,28,DEN,PHX,602,3,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,6,4,1310,1220,1444,1407,UA,2761,N924UA,94,107,79,37,50,DEN,PHX,602,3,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,7,5,1217,1220,1402,1407,UA,2761,N923UA,105,107,88,-5,-3,DEN,PHX,602,5,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,8,6,1221,1220,1358,1407,UA,2761,N934UA,97,107,81,-9,1,DEN,PHX,602,6,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,9,7,1227,1220,1400,1407,UA,2761,N911UA,93,107,80,-7,7,DEN,PHX,602,3,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,10,1,1219,1220,1358,1407,UA,2761,N933UA,99,107,85,-9,-1,DEN,PHX,602,3,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,11,2,1237,1220,1421,1407,UA,2761,N920UA,104,107,88,14,17,DEN,PHX,602,4,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,12,3,1222,1220,1406,1407,UA,2761,N931UA,104,107,91,-1,2,DEN,PHX,602,2,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,13,4,1240,1220,1419,1407,UA,2761,N918UA,99,107,89,12,20,DEN,PHX,602,2,8,0,NA,0,NA,NA,NA,NA,NA
2000,1,14,5,1222,1220,1410,1407,UA,2761,N924UA,108,107,91,3,2,DEN,PHX,602,6,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,15,6,1220,1220,1359,1407,UA,2761,N912UA,99,107,87,-8,0,DEN,PHX,602,3,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,16,7,1221,1220,1406,1407,UA,2761,N920UA,105,107,93,-1,1,DEN,PHX,602,4,8,0,NA,0,NA,NA,NA,NA,NA
2000,1,17,1,1218,1220,1404,1407,UA,2761,N911UA,106,107,90,-3,-2,DEN,PHX,602,4,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,18,2,1217,1220,1404,1407,UA,2761,N915UA,107,107,94,-3,-3,DEN,PHX,602,3,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,19,3,1221,1220,1413,1407,UA,2761,N922UA,112,107,96,6,1,DEN,PHX,602,3,13,0,NA,0,NA,NA,NA,NA,NA
2000,1,20,4,1220,1220,1406,1407,UA,2761,N914UA,106,107,89,-1,0,DEN,PHX,602,5,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,21,5,1220,1220,1412,1407,UA,2761,N923UA,112,107,100,5,0,DEN,PHX,602,3,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,22,6,1219,1220,1407,1407,UA,2761,N921UA,108,107,94,0,-1,DEN,PHX,602,4,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,23,7,1220,1220,1402,1407,UA,2761,N913UA,102,107,89,-5,0,DEN,PHX,602,4,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,24,1,1216,1220,1402,1407,UA,2761,N915UA,106,107,93,-5,-4,DEN,PHX,602,4,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,25,2,1217,1220,1402,1407,UA,2761,N920UA,105,107,93,-5,-3,DEN,PHX,602,4,8,0,NA,0,NA,NA,NA,NA,NA
2000,1,26,3,1230,1220,1432,1407,UA,2761,N914UA,122,107,104,25,10,DEN,PHX,602,7,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,27,4,1232,1220,1409,1407,UA,2761,N911UA,97,107,85,2,12,DEN,PHX,602,2,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,28,5,1219,1220,1411,1407,UA,2761,N931UA,112,107,86,4,-1,DEN,PHX,602,8,18,0,NA,0,NA,NA,NA,NA,NA
2000,1,29,6,1226,1220,1409,1407,UA,2761,N932UA,103,107,91,2,6,DEN,PHX,602,2,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,30,7,1218,1220,1400,1407,UA,2761,N911UA,102,107,90,-7,-2,DEN,PHX,602,4,8,0,NA,0,NA,NA,NA,NA,NA
2000,1,31,1,1235,1220,1414,1407,UA,2761,N919UA,99,107,85,7,15,DEN,PHX,602,2,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,1,6,1430,1430,1624,1617,UA,2763,N384UA,114,107,97,7,0,DEN,PHX,602,2,15,0,NA,0,NA,NA,NA,NA,NA
2000,1,2,7,1432,1430,1625,1617,UA,2763,N346UA,113,107,94,8,2,DEN,PHX,602,5,14,0,NA,0,NA,NA,NA,NA,NA
2000,1,3,1,1434,1430,1610,1617,UA,2763,N354UA,96,107,82,-7,4,DEN,PHX,602,3,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,4,2,1447,1430,1632,1617,UA,2763,N344UA,105,107,87,15,17,DEN,PHX,602,5,13,0,NA,0,NA,NA,NA,NA,NA
2000,1,5,3,1444,1441,1637,1627,UA,2763,N367UA,113,106,91,10,3,DEN,PHX,602,6,16,0,NA,0,NA,NA,NA,NA,NA
2000,1,6,4,1453,1441,1630,1627,UA,2763,N371UA,97,106,73,3,12,DEN,PHX,602,5,19,0,NA,0,NA,NA,NA,NA,NA
2000,1,7,5,1443,1441,1631,1627,UA,2763,N383UA,108,106,90,4,2,DEN,PHX,602,6,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,8,6,1442,1441,1624,1627,UA,2763,N386UA,102,106,87,-3,1,DEN,PHX,602,6,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,9,7,1450,1441,1644,1627,UA,2763,N382UA,114,106,79,17,9,DEN,PHX,602,6,29,0,NA,0,NA,NA,NA,NA,NA
2000,1,10,1,1507,1441,1650,1627,UA,2763,N378UA,103,106,87,23,26,DEN,PHX,602,2,14,0,NA,0,NA,NA,NA,NA,NA
2000,1,11,2,1441,1441,1639,1627,UA,2763,N376UA,118,106,91,12,0,DEN,PHX,602,5,22,0,NA,0,NA,NA,NA,NA,NA
2000,1,12,3,1446,1441,1643,1627,UA,2763,N399UA,117,106,95,16,5,DEN,PHX,602,3,19,0,NA,0,NA,NA,NA,NA,NA
2000,1,13,4,1448,1441,1630,1627,UA,2763,N377UA,102,106,89,3,7,DEN,PHX,602,3,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,14,5,1441,1441,1634,1627,UA,2763,N380UA,113,106,93,7,0,DEN,PHX,602,5,15,0,NA,0,NA,NA,NA,NA,NA
2000,1,15,6,1501,1441,1642,1627,UA,2763,N387UA,101,106,87,15,20,DEN,PHX,602,3,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,16,7,1442,1441,1626,1627,UA,2763,N398UA,104,106,92,-1,1,DEN,PHX,602,2,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,17,1,1447,1441,1633,1627,UA,2763,N371UA,106,106,90,6,6,DEN,PHX,602,5,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,18,2,1445,1441,1630,1627,UA,2763,N366UA,105,106,87,3,4,DEN,PHX,602,3,15,0,NA,0,NA,NA,NA,NA,NA
2000,1,19,3,1449,1441,1633,1627,UA,2763,N378UA,104,106,90,6,8,DEN,PHX,602,2,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,20,4,1445,1441,1634,1627,UA,2763,N369UA,109,106,93,7,4,DEN,PHX,602,2,14,0,NA,0,NA,NA,NA,NA,NA
2000,1,21,5,1518,1441,1715,1627,UA,2763,N385UA,117,106,97,48,37,DEN,PHX,602,6,14,0,NA,0,NA,NA,NA,NA,NA
2000,1,22,6,1443,1441,1637,1627,UA,2763,N377UA,114,106,95,10,2,DEN,PHX,602,6,13,0,NA,0,NA,NA,NA,NA,NA
2000,1,23,7,1450,1441,1630,1627,UA,2763,N397UA,100,106,88,3,9,DEN,PHX,602,3,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,24,1,1443,1441,1634,1627,UA,2763,N391UA,111,106,90,7,2,DEN,PHX,602,8,13,0,NA,0,NA,NA,NA,NA,NA
2000,1,25,2,1439,1441,1629,1627,UA,2763,N366UA,110,106,93,2,-2,DEN,PHX,602,2,15,0,NA,0,NA,NA,NA,NA,NA
2000,1,26,3,1531,1441,1737,1627,UA,2763,N919UA,126,106,94,70,50,DEN,PHX,602,6,26,0,NA,0,NA,NA,NA,NA,NA
2000,1,27,4,1505,1441,1649,1627,UA,2763,N376UA,104,106,88,22,24,DEN,PHX,602,6,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,28,5,1453,1441,1633,1627,UA,2763,N385UA,100,106,87,6,12,DEN,PHX,602,2,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,29,6,1441,1441,1628,1627,UA,2763,N392UA,107,106,89,1,0,DEN,PHX,602,2,16,0,NA,0,NA,NA,NA,NA,NA
2000,1,30,7,1441,1441,1625,1627,UA,2763,N396UA,104,106,86,-2,0,DEN,PHX,602,6,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,31,1,1458,1441,1637,1627,UA,2763,N387UA,99,106,89,10,17,DEN,PHX,602,1,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,1,6,1534,1530,1724,1717,UA,2767,N925UA,110,107,94,7,4,DEN,PHX,602,2,14,0,NA,0,NA,NA,NA,NA,NA
2000,1,2,7,1531,1530,1712,1717,UA,2767,N929UA,101,107,90,-5,1,DEN,PHX,602,1,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,3,1,1532,1530,1712,1717,UA,2767,N916UA,100,107,81,-5,2,DEN,PHX,602,3,16,0,NA,0,NA,NA,NA,NA,NA
2000,1,4,2,1530,1530,1714,1717,UA,2767,N912UA,104,107,88,-3,0,DEN,PHX,602,6,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,5,3,1552,1541,1746,1727,UA,2767,N916UA,114,106,98,19,11,DEN,PHX,602,5,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,6,4,1602,1541,1738,1727,UA,2767,N386UA,96,106,78,11,21,DEN,PHX,602,2,16,0,NA,0,NA,NA,NA,NA,NA
2000,1,7,5,1551,1541,1733,1727,UA,2767,N371UA,102,106,87,6,10,DEN,PHX,602,6,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,8,6,1538,1541,1714,1727,UA,2767,N383UA,96,106,85,-13,-3,DEN,PHX,602,1,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,9,7,1616,1541,1751,1727,UA,2767,N395UA,95,106,83,24,35,DEN,PHX,602,3,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,10,1,1725,1541,1915,1727,UA,2767,N902UA,110,106,95,108,104,DEN,PHX,602,6,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,11,2,1612,1541,1752,1727,UA,2767,N378UA,100,106,88,25,31,DEN,PHX,602,3,9,0,NA,0,NA,NA,NA,NA,NA
2000,1,12,3,1541,1541,1723,1727,UA,2767,N376UA,102,106,87,-4,0,DEN,PHX,602,3,12,0,NA,0,NA,NA,NA,NA,NA
2000,1,13,4,1553,1541,1729,1727,UA,2767,N387UA,96,106,85,2,12,DEN,PHX,602,2,9,0,NA,0,NA,NA,NA,NA,NA
